0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,cat
2429,2,514,128,1,6775,165,78,1948,6,2148,4,78,1948,6,1,1066,1,47,1212,23,238,5,47,9577,1412,12,1,2,153,17,446,939,4,704,6,990,5503,5,304,6491,736,12,1097,23,45,16,920,2,6492,464,4180,12,1,7,368,4,467,6,3025,6276,1,162,13,266,1928,380,23,220,8922,158,5,154,1904,368,6,3456,6276,1578,4,6,1220,220,1432,1,2102,3,6276,10,1685,6277,2955,2148,8,623,4640,194,35,420,9,558,2,1432,1,1578,10,1077,82,51,2030,46,25,1590,1,519,8,34,6276,171,6,1106,3,969,4,6,1106,3,2148,537,1242,266,11,537,1,4402,5274,101,5,41,2,800,425,2148,238,4,10,378,9,1453,4108,46,3654,1,5220,3,969,45,167,43,1590,8,2317,151,48,6,2148,3001,19,33,506,2,3044,6,1,195,11,9,79,225,10,33,1539,2,862,10,10,195,2630,40,5955,2,1,168,11,7433,2,653,4,2,660,2
24,1,427,370,1178,10,1,291,1837,14,28,1125,2,117,6,5,175,19,635,19,1238,30,141,18,39,5,754,8280,3,3024,2536,270,2316,3141,1,801,15,934,10,1,3024,1808,37,92,248,7221,6,1742,42,669,466,1260,1,212,2,249,3151,706,17,280,270,32,291,500,8,1238,2,3173,3206,11,14,645,1,488,55,16,6242,21,5,306,761,24,3024,2643,37,2,1725,2069,189,28,3586,31,175,413,291,2536,1,4579,2468,2190,161,3,3206,9,32,291,772,24,1238,35,1732,3206,37,1070,934,11,36,28,4687,2,2313,2,3173,1,175,2247,1,488,5,1217,284,11,58,117,43,2,582,83,97,1238,9,302,2,1849,4,1766,799,16,5214,60,11,3358,1238,116,20,2,1725,4416,2,1442,5219,22,42,1774,1,291,18,45,470,10,11,23,265,9920,706,17,6995,6,889,203,187,706,23,2053,79,60,1,175,621,3119,1634,17,1,2524,548,5789,2799,8,1,208,2
431,14,2358,123,350,622,1346,13,26,388,6,10,200,32,7,123,9,31,4956,10,7,2452,78,103,16,1,408,4,26,388,1,405,293,2639,10,32,6644,3,8698,1260,296,493,48,37,39,4722,53,2478,6,1,429,582,83,169,3,2887,44,2601,29,830,5,356,46,4216,6,1851,8,5,5822,12,1283,4381,6,97,1864,131,43,4769,131,73,5,6915,4,2009,131,12,2774,5,8698,3411,13,1,309,44,28,109,4563,25,28,2330,226,2,402,29,44,1627,22,5,12,32,6,50,3,213,7,1296,2116,1063,5209,9716,471,781,14,4652,8,272,8,769,41,200,5822,6,1651,1,6762,14,306,2221,2,12,947,4,1,3006,387,2,169,83,30,781,14,4742,27,2148,6,1277,244,1,3680,1256,12,483,13,1,392,37,5,1412,2,4100,57,4081,3552,5,945,56,475,6,1063,3552,5814,2478,2251,4,392,44,2264,29,36,16,2903,17,19,6210,4,19,19,626,11,13,2
2400,2013,7137,3925,52,298,1011,1532,44,5365,4,28,19,527,387,19,151,3,1,216,255,163,1,2277,255,828,3,944,11,18,6717,32,3557,292,163,1,1637,2,3565,48,3297,3,1532,6390,110,24,1,247,1141,34,292,423,28,20,1,1989,3,1959,6,1,49,11,296,10,114,1203,585,1011,1532,19,171,127,4,986,625,114,645,10,11,103,16,1164,386,3074,18,1912,1554,8,47,2710,2,514,310,437,1517,4,1989,13,50,4020,2487,22,1,247,11,7,341,2,502,303,1260,60,29,239,69,319,8,650,163,192,187,1390,13,29,189,28,170,1,5727,80,815,36,1490,1959,4,9665,98,951,10,552,59,1729,1011,1532,1,110,255,481,2,3173,1,814,11,18,1077,4,5447,11,171,1181,4,1914,1959,44,40,294,2,150,10,1,286,18,92,11,626,8,82,2,87,40,217,27,38,110,552,59,87,11,3814,8,82,2,1363,38,1906,27,1531,13,464,9883,4
2465,14,902,22,1,6372,7,1122,4773,6,1788,1645,1261,138,159,138,106,2690,633,4,137,1201,1111,774,6373,2,586,2908,7,1295,8777,159,138,256,138,482,138,256,209,24,6980,6981,4282,586,1,664,1201,5876,138,125,138,210,4,3713,4774,7759,3250,1201,6374,138,256,125,256,256,138,256,159,138,125,3893,18,71,1969,2465,6,66,3,38,91,2692,26,37,5,127,96,509,4,26,6982,11,3396,15,13,11,7,454,885,2,222,54,2,158,3548,26,755,69,164,131,2,158,31,96,15,770,62,374,102,5,5436,57,61,1,290,4,2465,46,14,40,59,3887,8,399,22,31,4481,7,66,1456,7760,13,3893,14,32,1159,3,532,181,12,1,576,2396,2,117,38,1528,80,131,5,349,40,3251,25,2064,3,11,71,13,1,461,15,365,154,266,59,206,10,7,78,15,189,171,379,26,37,1554,2,8778,1680,43,2465,118,24,26,755,69,4775,12,1,215,610,3
7,437,1845,2795,182,18,13,1716,403,220,2,1,932,833,58,2814,42,1380,5552,4,58,5100,3005,5727,11,122,11,681,1330,4,3476,3947,12,9455,1,351,3636,17,1,1845,46,71,205,4642,159,3,2795,833,1,1845,20,636,1,74,2,2,1345,113,1034,2,1,3213,3,351,856,13,358,388,5,4634,9,294,2795,182,1978,1,980,12,479,500,4,1,304,214,27,5,9454,3,2795,833,13,2864,32,3317,4137,21,609,899,1097,2795,833,452,4592,6,244,333,2,32,359,6,932,833,2786,53,1,3,5,932,5728,1,133,1618,2,1073,6,695,124,24,71,848,5,1287,5123,2,1345,89,27,1,1485,668,878,1,878,55,5,139,60,42,684,9456,42,1829,8,66,83,589,2795,833,7,1845,1267,10,93,5,271,36,5625,1397,684,9291,5203,10,58,4458,1,133,35,6674,52,336,1925,2795,182,23,20,2,7021,24,29,20,39,2,412,2,2350,266,5717,13,30,2864,0
205,8045,2303,10,9,132,1974,644,778,131,13,30,742,45,12,1646,23,16,5,3269,3182,35,1868,776,1427,113,2928,3014,1,574,23,158,1046,2,5,635,2189,3,228,110,181,27,242,93,19,2593,644,4,7949,19,112,19,1,1441,27,615,3063,10,11,58,16,5,788,56,1246,605,25,1337,2,222,1483,19,2438,181,730,1,114,643,6432,13,30,742,500,9,543,4,615,18,1271,10,11,55,1977,523,24,48,495,3042,2,94,38,1319,12,1441,7677,13,30,742,8,151,46,102,38,866,2,16,2526,3568,1,6292,5,1400,788,1436,17,6548,4,4708,10,45,3019,43,19,32,2438,355,689,355,4,1039,58,16,5,426,20,78,9,1607,9,132,154,11,55,88,4,132,112,11,55,88,82,13,30,742,34,605,866,23,28,16,32,57,3066,9769,510,23,16,507,866,27,4,19,112,19,1144,82,8,650,13,30,742,866,7214,25,3524,746,552,59,86,8,4
40,1161,59,9,481,2,399,5,863,12,106,301,47,3788,1360,8,3683,399,2820,280,73,1282,19,161,3,1,179,581,1094,3,4575,24,21,2085,1,7697,45,1366,47,3947,8,42,436,1161,307,2276,35,1699,3683,399,196,5762,54,1,7310,8,1448,266,10,55,16,6285,17,32,1161,307,8077,4018,29,25,52,1935,40,2757,1,2276,9,5,529,1048,4,40,2563,25,89,1077,12,736,114,25,92,6,315,52,66,1024,25,5747,529,339,41,4,52,91,1024,25,6,144,6,1,49,1377,1,7697,9,199,380,17,532,242,35,87,40,59,1119,3,399,2820,12,1,120,33,25,1430,1368,242,10,28,79,164,2,800,8614,2488,1657,712,24,45,9984,17,11,5,2488,1657,2757,399,1977,1,7697,7,1213,13,3704,102,34,25,1649,60,399,506,2,16,92,4,166,19,29,25,71,479,1262,4,70,499,23,16,1449,8,40,59,648,3,4009,166,6,49,1768,13,1,7697,4
36,3263,1,848,3,1,1874,1066,415,4317,46,5500,12,1,357,3,828,3,392,939,13,1,186,2697,2,1847,224,7873,103,16,90,78,2,88,22,5,624,4537,10,9,1133,1338,83,3,1,119,6,35,33,20,2333,2829,6,34,175,2,1345,1,3,2829,1357,15,13,637,1661,123,1365,267,520,2747,13,1,509,14,3407,4,58,743,3051,165,224,7873,4,1944,903,30,2747,13,446,48,37,221,420,389,61,2829,24,5,329,266,2177,36,16,8,1944,7872,2,1335,43,5,1307,2829,3586,17,38,224,7873,5,107,147,267,1207,352,273,7,216,326,392,826,37,1860,22,106,64,15,14,123,350,15,13,680,1,463,25,303,40,2234,12,1,392,310,303,527,132,29,36,319,8,82,70,59,163,5109,2057,2,1,970,250,1,463,2922,1,1947,368,36,28,16,102,10,3,32,461,7874,70,427,293,4,657,186,473,1110,40,8922,4,303,2406,1306,413,1960,3942,2
420,221,640,4,8,1915,2,1234,1,460,488,3,1,826,2955,1,72,1,637,1042,20,28,39,2108,221,2746,73,1,2616,24,20,259,8,5,240,1013,595,12,804,24,104,57,1,691,1240,2,2032,1,67,18,222,2,2349,1017,4,1432,1,488,51,25,199,1972,29,23,374,73,6479,1,288,451,19,97,208,584,370,699,311,3306,18,199,846,171,1,215,691,3,5779,6,5,4235,548,52,46,55,16,2,970,4644,140,1264,9,10,3979,1,107,147,4,1,958,147,23,117,5,6142,1341,2,1,1017,225,2158,453,691,3231,43,12,3440,102,3636,2,213,23,3747,34,4,743,5,349,3,1267,4,4000,11,9,6479,10,1264,4,1,626,4435,1,488,9,409,2,1,329,225,7,3053,2883,10,23,348,8216,27,98,1028,17,34,488,1,1008,8,1,215,691,9,2,862,29,55,4861,6,1,1017,194,1,387,4,6818,3,5,253,121,104,45,4673,10,8462,2
5654,4,12,5,635,1819,126,342,10,114,993,178,151,10,25,1160,341,254,88,2417,2107,1,3978,3743,24,3517,20,5,3174,5768,980,4,856,25,1406,22,5768,3808,6,1220,98,358,3757,3,8222,5164,163,1,529,351,250,19,931,1539,2,2213,650,80,1,2151,3,1294,6,720,366,1,2042,497,25,1044,59,29,2207,178,1,1507,1156,9,9741,22,1,529,1287,120,421,491,2638,4,1268,5,419,3,332,6371,1,518,18,1178,20,4675,10,34,5958,529,3300,474,1948,120,3078,73,264,4,264,6960,3078,2836,6502,856,1,2638,414,2290,3,611,7,1147,8,1159,20,37,84,1282,12,668,856,403,59,4913,4,1,49,668,120,14,12,42,119,128,223,97,493,695,593,11,711,22,338,194,1,197,201,411,1,745,11,9,28,10,1,1066,9,2,3517,56,7852,50,7613,7144,13,34,145,24,1,3998,36,20,39,316,60,246,37,39,1253,246,1797,1022,5841,2,948,1769,0
2991,10,7,7177,13,30,5402,78,770,11,632,9,10,29,25,57,621,1312,17,425,70,4,88,28,3959,6,32,1018,2,1474,1,7616,3,1,63,2598,516,8,157,401,14,45,316,6,124,6,1,429,2405,2,3531,401,20,39,2550,109,1,1370,920,2,401,6273,79,6,1,4547,552,59,1,2270,6,837,1,5033,516,14,3118,10,55,1813,27,229,2,229,364,4890,623,739,299,177,45,477,34,41,14,1,96,8,401,35,6218,817,2,2181,486,826,4,6,530,1,6301,280,2,1154,35,55,401,12,1,1089,278,5918,335,133,2960,1511,13,10,124,14,1,85,474,41,8,1,6342,1722,4,3,516,2239,4,6164,7175,4442,6,597,641,516,2239,44,1693,4,76,540,3,1,77,259,516,1503,182,44,4688,50,160,2116,1722,14,10,3,870,4315,7396,46,2,16,469,1,4,516,1350,45,2410,128,44,1,4,7853,979,10,44,166,2,400,3048,932,833,826,4
1921,312,6,444,1,1921,555,64,29,44,9227,21,1,1126,22,1,7535,6,1,243,96,2426,187,262,67,2,265,1,47,363,174,47,490,520,1,480,2087,14,6122,185,379,19,2426,79,169,1031,27,38,63,336,6,1,1921,555,3544,25,366,371,1,114,8835,7648,146,73,203,24,402,29,55,117,10,243,879,174,9,260,665,12,1,128,278,742,600,14,254,22,5,105,3,3357,307,393,1281,104,409,8,1,268,80,47,978,6,1,174,859,68,312,96,6,10,1257,79,172,334,53,15,630,1585,2,38,63,2426,867,312,572,149,6148,1,945,3,208,268,490,4,1559,2809,897,6,5,700,3176,6,1732,268,3542,1,600,5,1879,59,272,1956,37,9900,268,2,1,3769,2287,6,3122,1,65,67,10,612,37,39,2176,97,34,363,2426,600,45,1457,1,7538,6183,3,112,511,355,2582,7,2194,4,5263,2926,2655,29,57,1598,321,223,97,1,413,67,5463,3
520,9168,6602,18,1381,5,4212,182,3,9269,46,20,39,954,8,32,671,8,1255,6,5,314,1195,81,1,8096,1429,651,14,1,243,606,8,211,5063,46,1,49,4,8813,8,5,395,8,3267,413,3,4105,1,81,1685,1,1326,41,200,158,5,3357,1626,46,22,6,20,39,128,12,100,8,100,5667,467,303,11,57,1,40,4150,10,34,9,100,63,81,100,616,1945,1098,14,6,8846,4305,6,100,123,731,3,21,1,7065,1010,1153,75,18,199,670,5,2787,8,1,748,2866,313,754,651,1340,24,196,3078,17,1153,313,663,440,418,375,4,21,1,124,2788,81,756,1,4449,58,28,1784,165,100,4,9270,9271,7,671,444,467,6,4928,77,768,82,5,7309,396,9168,6602,9,71,89,5199,19,50,3,1,114,2765,9269,241,21,1,894,24,75,9,353,100,67,4666,2,100,111,733,1225,2,1711,5,348,1149,6659,4,36,861,2,16,302,2,153,17,1631,56,1
84,1231,78,707,272,2903,2173,3338,5213,12,31,861,8,31,697,4,8,3952,7,53,589,1,139,7,673,246,6,1,2299,30,1920,1095,2,1,49,6,1651,2,374,1411,6,1136,676,4,1,1385,1068,6,593,15,262,61,1,6,240,3952,7,148,114,376,120,15,836,224,1093,1525,4,323,6,708,30,1920,262,61,19,224,357,53,31,8030,19,6414,2582,1281,3041,3,5,1624,933,6,889,443,818,2191,17,30,46,280,54,3,2587,2,812,3952,7,241,30,1920,2205,12,2840,500,21,1312,9099,552,59,1219,5,595,3,2729,2228,15,37,1271,28,2,592,1,139,94,4270,8856,4,843,4,226,2,1826,480,90,358,10,15,36,5,2774,128,1,3,3623,60,15,585,82,30,1920,3952,7,26,219,11,2372,292,4,1551,5859,93,19,71,1,325,6547,3339,1858,6,819,4,47,978,2479,13,10,30,1920,14,2531,3,31,7060,1316,54,469,554,4,4314,64,3340,9099,0
2,20,1,7051,3,343,5890,2,176,11,163,51,14,76,95,4,1403,10,1,304,232,37,670,5,1397,359,6,418,21,1,4323,3,70,1910,3,1049,600,4,10,9,942,28,1,408,102,57,127,3932,62,156,4,1112,8,32,359,24,33,44,90,6,84,4671,1106,10,1,351,946,189,28,534,10,1,801,10,33,25,6116,17,5533,5009,104,1,1004,3,1049,600,9,1678,33,45,3244,2022,109,3,1,105,3,334,181,860,17,1,304,232,24,592,206,305,62,1,2976,126,742,4840,2887,33,20,2,1291,17,6,5,354,334,67,37,1464,334,698,21,1,715,29,25,421,6,1908,71,4,29,23,20,260,1314,334,6,1908,97,1,197,318,10,535,29,23,20,7835,334,321,27,38,269,27,1277,391,1,197,318,33,12,1,70,926,23,20,769,51,426,16,5,135,135,8294,4,4171,539,1049,600,4,10,9,78,33,25,53,171,882,444,28,2202,3
651,6894,5216,26,1660,1678,649,52,5386,6893,97,34,81,24,71,26,219,5,543,2688,13,46,2782,1,3487,17,173,7066,51,9,4,3775,6,1,1047,4,11,14,5,3499,8,206,2,1711,34,161,651,6894,5216,1832,2,607,6,1476,1654,19,5,3269,24,18,308,100,2212,2,1,3641,75,259,206,65,145,4,13,75,5048,11,13,4760,46,14,1381,21,1,3487,22,540,3,1,2462,407,6127,4760,5,789,671,834,18,223,39,22,1,1047,3,682,5386,6893,1,1597,469,1,4597,3499,6889,4,1333,1,3391,3418,6086,6572,2,367,50,1,325,675,3,1,6346,24,1281,2412,2833,27,1,1624,4841,10,37,3596,131,57,31,272,5386,6893,14,50,3,1,2074,1,68,18,474,511,4,424,109,15,1281,561,15,7,39,1331,3,3783,13,4760,21,1,3487,303,34,81,14,1,114,2355,26,328,474,37,6,140,3163,272,1,689,45,675,173,1958,2369,4,19,6893,7,2549,1
2,3940,66,83,434,24,706,603,2291,3479,17,1,212,13,10,2069,165,1,66,242,43,53,116,7,551,4,224,357,6688,7991,3539,6,301,19,161,3,1,212,7344,2019,3,7,4,7,23,4810,1677,3,116,7,684,1557,1,212,7,597,854,2,1631,21,171,242,20,2382,1,212,4,11,9,183,2,8069,22,1,230,455,3,34,41,116,18,2813,2,1291,80,1879,996,1544,882,93,19,7344,4,70,2998,93,19,4219,4401,7344,1809,1,2558,2,793,1223,27,2342,24,1,212,23,378,11,1926,6,50,129,822,33,20,458,1,63,879,7256,5902,66,3,1,85,996,1544,242,6,944,1941,5,47,1191,139,17,4161,304,4340,4,3304,13,3239,7344,7,551,76,358,176,1,2558,19,5,3416,212,8,116,310,34,212,116,36,20,39,2,191,11,8213,43,13,7345,9326,323,3,9326,7,1191,4748,182,7344,18,685,192,3,582,1677,104,116,7,8038,192,25,758,1927,0
1,1150,1658,14,79,477,22,337,6,1,65,354,545,4,18,39,2021,22,197,155,48,1621,6080,5,335,521,21,337,13,1,1733,1194,14,259,5,6301,4,14,89,647,19,32,331,394,3180,337,13,11,189,28,388,1,1194,14,3270,4,3895,233,2,144,32,327,516,1194,1,1194,2224,2,7515,56,8142,337,7,327,1150,1658,4,1288,817,308,2,233,11,116,45,412,2,3758,298,1979,7527,56,70,494,275,22,6820,233,337,13,6,5,496,11,9,2919,78,11,259,5,1163,933,12,42,235,384,34,145,337,13,11,36,587,327,516,235,1107,235,2,1401,42,335,6,42,915,4,331,394,235,337,18,13,11,186,2,300,42,205,672,8,327,516,235,24,11,18,28,424,108,5,761,8,42,721,1,327,1150,1194,89,2651,9,421,79,6,6205,567,4,1899,2,220,233,441,4,2591,1150,1015,35,1803,286,144,3967,7532,1079,3018,4,1482,5,563,7,467,4
9916,4152,490,1763,18,308,31,2212,24,60,11,423,1285,11,9,1337,2,16,34,363,4152,20,5,145,7,1076,6,7257,111,145,104,251,23,158,130,6,1,760,197,318,344,12,209,492,33,20,37,32,1341,27,251,1016,5,4152,267,11,7,6,1,95,322,3543,24,11,9,456,33,25,1104,971,5490,2,2002,9916,46,25,2531,3,38,1369,1976,25,2238,3424,8,1,1369,600,584,270,5,6,593,61,1,2449,3,4685,7,1667,5666,101,271,2,584,278,4696,5,737,892,1094,212,10,262,4317,27,3085,2,1501,6,593,189,156,163,97,1,3568,809,129,1618,2,1,766,356,1094,17,46,7955,1095,27,251,2,555,6,1,3982,9,421,4152,639,521,104,2080,5416,251,4639,490,9,5,208,2002,9916,355,4,9,435,2,16,1,356,469,1,436,2276,1740,1,208,251,4,1559,518,365,8,2002,9916,27,1884,7820,4,14,6,1,1008,312,444,232,21,3367,6,4477,3
14,5,348,5352,3,6,1,6659,35,799,16,3643,1,4553,2624,7,74,13,2827,1289,2,81,6,1,20,223,710,38,2827,14,6816,8,1403,126,2567,43,80,322,179,4,109,29,2567,43,33,44,6285,4,43,2,680,13,30,531,34,799,16,6,1284,2964,12,1,2159,9,183,2,2053,6,889,17,2324,3,8304,2,16,5557,6,1,689,52,159,101,607,12,1,2624,3,35,18,5,1758,3,1464,101,98,44,1912,22,3081,4,548,194,43,2,1,30,531,13,15,37,670,410,27,882,241,1,68,6,31,1558,2,20,3643,27,1,81,24,15,883,51,44,76,540,3,1,476,46,189,28,410,1,292,15,13,76,189,28,1474,126,767,29,25,1887,4,25,28,1627,2,1,1736,3,1,48,1,63,4994,3,1,4553,81,262,21,1,598,282,6,1,49,1377,1,2229,4,5807,25,2,153,12,66,8050,99,2,99,17,1,63,2,16,477,6,791,1
6,1,344,60,774,755,69,277,97,15,1978,71,10,15,9,6,5,385,1527,260,2365,96,19,1325,3852,2,480,366,3388,1,8206,15,6751,76,1695,2,1032,774,4240,185,3,1,63,169,152,20,316,5,514,3,1306,270,1,3831,3,1261,31,1306,774,9,28,9513,4,9514,73,5,648,582,395,64,1,3255,31,2303,2,4508,5,547,284,594,1325,874,1,111,445,24,774,3852,366,17,5,3017,3506,21,1,202,774,7,1315,9,623,3728,19,1325,3852,99,1715,5,5741,202,6743,2605,1,2972,12,31,119,4,64,774,5,9512,892,290,744,1013,2,1189,31,1306,1325,8991,31,6,5328,1,461,9,43,8,34,2164,4,874,12,1325,7,1306,27,1,265,1325,7,1122,744,9,259,54,4,774,448,1,1798,63,514,53,2225,7,135,6,1,760,4277,5,5338,1463,9,9515,22,1325,7,1607,265,35,1685,131,762,73,5,491,377,395,187,774,7436,99,2,553,31,1306,3
4,2104,52,1,2739,541,8,510,56,2417,8,442,562,6864,9,52,326,10,2997,8,2806,180,79,172,3,2006,25,510,9,274,5,3066,1425,255,2219,9,178,1963,24,11,9,45,52,326,4194,541,25,274,51,8,510,4,28,4411,8,442,562,6864,1318,171,1092,75,118,10,104,1452,37,39,92,51,14,136,5,2137,6,319,309,1,881,1206,380,413,67,9,89,672,52,8,339,2253,5,356,9,2707,8,510,380,161,67,11,9,1,996,8,400,4,255,23,45,800,1517,2,220,5,47,319,1235,1648,374,22,1,6289,11,18,39,108,43,2,6492,2324,3,242,12,2767,1259,1445,342,2693,22,1,65,41,844,10,98,2133,388,1,319,2137,165,442,4,510,9,1,536,3,1507,3983,165,1,510,553,373,59,172,3,1,137,3432,6,6534,569,242,1,392,1,4,400,1962,226,2,38,309,4,3124,510,20,86,61,190,1,961,3,38,3066,4840,12,881,2
38,1989,2,1085,707,1,973,934,29,36,553,653,2,1014,61,1,6435,3295,3,1,1244,29,13,29,36,45,935,107,61,402,6436,58,16,1006,4,402,1,123,282,36,1481,82,4,29,1691,2,4112,1,378,7050,3,1085,707,4,402,48,7,3045,36,16,2349,3408,11,9,376,2,2292,10,34,311,23,117,5,1575,2,222,73,413,1282,5,267,13,11,23,88,649,2,3754,1,2650,451,3,1268,969,4,804,570,1372,123,1365,267,520,2747,13,34,18,57,1,1972,3,352,273,7851,2479,925,61,1085,707,1,463,103,20,1,7051,2,412,4,431,168,1602,28,1219,11,1,47,551,3,1,3435,476,2178,5489,4271,515,51,14,5,385,1034,10,48,12,1,4526,3,1252,36,16,1406,73,1,1319,3,7052,78,9,146,2,1285,2,561,1311,442,64,51,18,39,5,2712,847,129,3436,29,25,146,2,16,2081,60,29,1859,69,1085,707,29,25,146,2,16,3046,2
307,105,641,1609,1205,23,1796,21,544,1,63,66,152,53,2951,32,4380,194,31,2110,1740,4380,4,5097,7635,25,45,8,1,5574,6,1197,12,209,492,6062,1469,46,143,31,63,1949,80,819,21,5419,65,41,14,2814,6,269,279,21,1,666,428,3716,975,4432,13,5,5687,18,840,1424,2,1,3,1740,7,225,2326,1404,131,54,3,1,63,161,3,1,1467,33,23,1539,403,3193,1354,6,333,968,2,4653,86,132,223,1740,116,16,54,8,260,829,2235,2003,2809,1213,2001,18,39,1143,54,8,5,234,53,2951,6,171,80,4931,618,2809,2121,1130,4,3146,2629,1137,20,45,39,2171,27,8525,4,1027,34,145,7,1076,5505,33,20,261,2572,3,127,561,181,508,163,4,33,20,261,2,404,21,1,1554,11,3585,8,82,552,59,1,531,118,531,58,71,812,2,1562,1138,4,1609,892,3085,2809,5097,8586,45,6681,17,1,1056,24,9,136,7303,3,31,2,5240,8,428,3
429,354,201,3,179,4,70,246,1176,20,39,3810,2,1,2768,7,3841,3277,2,3838,29,150,1,3636,9,221,1804,4,1,221,623,4,76,1002,1,72,7,6924,515,10,242,36,1784,2,592,38,49,9889,1122,552,59,94,6,284,17,3855,1,436,9618,27,1,6924,1006,2768,903,12,556,86,97,1,281,2,8883,1,4507,14,470,26,170,34,5,431,3,1624,21,1,2768,6924,211,253,699,590,90,1,115,7,680,526,29,20,39,4599,2,49,4,2,98,1673,242,46,20,9780,944,78,5773,274,535,10,29,55,69,87,196,734,6,8554,1,2768,13,11,37,458,73,5490,1,720,10,314,242,44,199,380,2,677,40,351,3885,734,6,38,123,287,1,179,584,6,1220,14,6678,47,227,351,3885,1360,6,203,11,3785,26,239,69,1,1048,6451,23,2825,24,34,4278,23,800,2664,67,8,151,2,117,5,127,341,404,21,38,3682,2024,13,1,2768,7,224,0
6,5744,163,2,40,332,1294,352,23,1993,1,756,2,1802,1,3349,12,769,492,211,3306,4,357,1199,1111,6226,23,45,1993,1,756,1,4817,963,81,23,176,352,31,322,334,6,5744,1065,17,31,306,562,237,31,383,4414,17,216,2301,644,4,31,4089,80,1,588,548,4,461,1174,11,23,45,1524,2272,31,9123,494,272,237,31,1722,6,5,6767,7446,1237,6,1881,8,9525,1578,4,1,945,3,31,7066,27,1863,1,81,35,1202,1070,4413,3,1,682,45,1834,4400,27,352,7,208,5744,2058,1213,19,112,19,1274,5744,1989,4797,4,70,6395,473,8346,4529,393,9526,5657,4,1609,5745,34,41,7,756,23,249,17,356,2,356,5,3562,3710,1255,6227,4,1740,1295,11,23,16,50,3,1314,375,2202,8,1,756,7,137,778,1,1064,4030,70,375,6,629,23,473,1,272,5,7447,794,1255,311,2380,4,1,3641,6768,35,1834,2994,4422,1,413,526,23,16,470,12,106,492,1
1,182,37,672,5,3587,2415,8,1,5837,30,4879,13,31,2400,37,39,6388,24,1,49,290,3,947,7326,42,802,281,10,1,182,189,28,20,2,319,32,2664,2415,2,9221,1,4631,9521,1,5825,1811,352,5566,4072,4,4072,25,1362,2,16,50,3,322,5046,3,8459,110,8459,71,5,777,2670,450,1959,5102,353,5,3,50,851,4,364,11,6,5,438,815,5,91,1392,1648,3,1,290,361,6,244,10,1,407,37,22,2400,7813,22,1590,5,3587,2415,8,5,5837,3,30,4879,7,2277,10,1368,7326,5,1044,290,7560,3,1,408,6,1361,3,1,5825,1811,33,553,10,5825,1811,144,3,5,4052,3,10,9521,3,91,5009,9887,22,5,190,879,61,5,3924,2366,3965,9,28,3928,2,4835,5,652,8,5688,3,4879,7,2400,224,1392,2474,4037,1939,6,100,1602,30,4879,9,5,6061,4896,6247,4,6698,4978,5433,4,956,2538,30,4879,4,1,5825,1811,44,28,613,8,1403,1
1,639,5261,2354,931,6,48,72,4,1,264,4,1115,342,476,30,2036,3776,1,3981,3,1,1390,4486,7986,476,108,43,6,1656,2,342,4,3333,1673,7986,856,4150,15,13,1,7502,860,6804,12,1,1161,2057,899,35,8419,1161,36,16,266,860,12,641,155,8,173,1768,4,15,1178,11,14,2,977,3793,8,4158,2804,8296,35,108,380,4,1259,1360,6,1,255,64,98,44,1764,2,117,1315,3,8420,107,1764,2,153,8,1182,32,991,60,5,639,232,55,2973,2,319,8,4025,2203,646,103,1,4402,28,57,3,2887,102,639,16,950,2,803,1,639,5261,2354,2,1,5676,3,61,1182,1706,5,41,30,2036,636,1,247,9,1256,22,1,3788,6,74,1057,5,1928,1048,22,225,3,518,170,1,264,342,476,4,1,518,8,595,3792,11,122,97,5,47,168,964,9,108,43,32,4552,103,16,92,402,42,1667,368,9,199,1916,54,22,32,1312,1496,56,70,876,1250,2
